"nom" "longitude" "latitude" "colline" "gare" "porte" "mairie" "tourisme"
"6017" " SENAT CONDE" 2.33784843717954 48.8495800021863 0 0 0 0 1
"17008" " PORCHE POUCHET" 2.32247847786469 48.8987737928043 0 0 0 0 0
"12031" " LAME" 2.38547848656484 48.8351380506895 0 1 0 0 0
"2005" " MONTORGUEIL RUE MONTMARTRE VERSION 2" 2.34506844014476 48.8650219458101 0 0 0 0 1
"14122" " BRUNE" 2.30927479982717 48.8265029331101 0 0 0 0 0
"11113" " REPUBLIQUE FERRY" 2.36932253040752 48.8665160798211 0 0 0 0 0
"14127" " ODESSA" 2.32444156513947 48.8428422780744 0 1 0 0 0
"42015" " PAUL BERT (IVRY)" 2.37243237603422 48.8180022698238 0 0 0 0 0
"19119" " BOURET PAILLERON" 2.37685300056202 48.8805744614225 0 0 0 0 0
"5024" " PLACE MONGE" 2.35247243722336 48.8427350429896 0 0 0 0 0
"12019" " GARE DE REUILLY" 2.39724999059738 48.8425771005154 0 1 0 0 0
"17009" " BODIN AVENUE DE CLICHY" 2.31731325811074 48.8926339214324 0 0 0 0 0
"9015" " LAMARTINE" 2.33979989931612 48.8766221203731 0 0 0 0 1
"5033" " SAINT SEVERIN" 2.34413776324567 48.8527056477051 0 0 0 0 1
"8025" " MIROMESNIL" 2.31587630834637 48.8737604721401 0 0 0 0 0
"16018" " FLANDRIN" 2.27244864764647 48.864411409459 0 0 0 0 0
"18004" " ABBESSES" 2.33881229702936 48.8844823927275 1 0 0 0 1
"20038" " LEON FRAPIE" 2.41100303588006 48.87354903514 1 0 0 0 0
"14033" " DAGUERRE GASSENDI" 2.3282908220517 48.8356804441726 1 0 0 0 0
"13010" " PLACE D ITALIE AURIOL" 2.35670842076066 48.8315826437749 1 0 0 0 0
"14021" " PLACE DE LA PORTE DE CHATILLON" 2.31844743104898 48.8244897024567 0 0 1 0 0
"10019" " PARADIS" 2.35218489482655 48.8750340562449 0 1 0 0 0
"9002" " MAUBEUGE CONDORCET" 2.34914749353609 48.8792233706285 0 1 0 0 1
"16110" " OCTAVE FEUILLET" 2.27312852713658 48.8609983661382 0 0 0 0 0
"17014" " PORTE DE CLICHY - AVENUE DE CLICHY" 2.31071441900949 48.8967873958996 0 0 1 0 0
"19012" " LALLY TOLLENDAL" 2.37469338894231 48.882700644222 0 0 0 0 0
"6020" " SAINT MICHEL DANTON" 2.34265739289121 48.8529304105913 0 0 0 0 1
"34002" " PERI (SAINT OUEN)" 2.33051356484027 48.9025922416309 0 0 0 0 0
"14111" " DENFERT-ROCHEREAU CASSINI" 2.33598303046652 48.8375492921975 0 0 0 0 0
"42201" " NECKER (CHARENTON)" 2.39999842013299 48.8239632522869 0 0 0 0 0
"21113" " PETIT (CLICHY)" 2.29662648341284 48.8993483537726 0 0 0 0 0
"11044" " RICHARD LENOIR VOLTAIRE NORD" 2.37120861796012 48.8634319896359 0 0 0 0 0
"17110" " LEGENDRE" 2.32036786584418 48.8877723254283 0 0 0 0 0
"13047" " BOUTROUX VITRY" 2.37773843365762 48.8226328422322 0 0 0 0 0
"17016" " BROCHANT" 2.31686114315115 48.8881869858103 0 0 0 0 0
"20040" " PARC DE BELLEVILLE" 2.38422247271259 48.8703936716038 0 0 0 0 0
"20111" " L'ISLE ADAM PYRENÉES" 2.39622289098869 48.8673622971658 1 0 0 0 0
"35006" " DELIZY (PANTIN)" 2.40908765272598 48.896331931661 0 0 0 0 0
"20021" " PRAIRIE L INDRE" 2.40335131100078 48.8627264627457 1 0 0 0 0
"13035" " IVRY TOLBIAC" 2.36023184075509 48.8259701363971 0 0 0 0 0
"13031" " ITALIE MAISON BLANCHE" 2.35870121787832 48.821159320801 0 0 0 0 0
"9036" " ATHENES CLICHY" 2.32956021945824 48.878113787876 0 1 0 0 0
"15053" " LECOURBE" 2.291540507949 48.8392220977623 0 0 0 0 0
"11012" " MONTREUIL VOLTAIRE" 2.39307555827447 48.8505070118419 0 0 0 0 0
"11104" " CHARONNE DU BUREAU" 2.39253252663266 48.855943779581 0 0 0 0 0
"14016" " REILLE MONTSOURIS" 2.33599967730057 48.824767102597 0 0 0 0 0
"17047" " COURCELLES - DEMOURES" 2.29858466343129 48.8837697332735 0 0 0 0 0
"8054" " HOCHE ALBRECHT" 2.3013031383076 48.8761403982639 0 0 0 0 1
"1015" " PLACE ANDRE MALRAUX" 2.33559960389384 48.8639796551511 0 0 0 0 1
"17002" " LA FOURCHE RUE DE LA CONDAMINE" 2.32440044543717 48.8879013455305 1 0 0 0 0
"16028" " MILLET - JEAN DE LA FONTAINE" 2.27246948291569 48.8510048746653 0 0 0 0 0
"5029" " PORT ROYAL" 2.33729688973794 48.8401089566606 0 0 0 0 1
"19037" " PORTE DES LILAS" 2.40476969112948 48.8766039189276 1 0 1 0 0
"12017" " ST MANDE NETTER" 2.40509982632364 48.8446346262977 0 0 0 0 0
"20116" " HAIES REUNION" 2.40242616223891 48.8538689676649 0 0 0 0 0
"11006" " LEDRU ROLLIN-BASFROI" 2.37902058776143 48.8564337069437 0 0 0 0 0
"13037" " IVRY BAUDICOURT" 2.36310607357747 48.824695995415 0 0 0 0 0
"41605" " GENERAL DE GAULLE 2 (SAINT MANDE)" 2.41890759472368 48.8360886795229 0 0 0 0 0
"21106" " MORICE 2 (CLICHY)" 2.30856953502856 48.9006603494266 0 0 0 0 0
"16039" " VERSAILLES EXELMANS" 2.26439411807511 48.8409629526469 0 0 0 0 0
"8055" " TERNES COURCELLES" 2.29929600386146 48.8781888764185 0 0 0 0 1
"17006" " GUY MOCQUET DAVY" 2.32329134120854 48.8920640862454 0 0 0 0 0
"18030" " SIMPLON" 2.34751796660457 48.8937342775359 0 0 0 0 0
"7005" " BAC" 2.32568193588915 48.855461735956 0 0 0 0 0
"17039" " PLACE SAINT FERDINAND" 2.28851804786494 48.8781552978974 0 0 0 0 0
"8013" " MARIGNAN" 2.30662083490235 48.8696161948985 0 0 0 0 1
"8036" " RIO" 2.30969422141951 48.8774556768138 0 0 0 0 0
"12016" " PICPUS" 2.40140070766687 48.8451282937943 0 1 0 0 0
"8105" " FRANCOIS 1ER LINCOLN" 2.30242621884156 48.8695179793442 0 0 0 0 1
"9106" " AUBER" 2.3294234940009 48.872190251401 0 1 0 0 0
"17004" " LEGENDRE AVENUE DE CLICHY" 2.32252897509438 48.8889616185588 0 0 0 0 0
"21204" " D'ORVES (MONTROUGE)" 2.32088679076093 48.8153882203973 0 0 0 0 0
"17007" " NAVIER" 2.32272736705483 48.8959141175001 0 0 0 0 0
"9104" "CAUMARTIN PROVENCE" 2.32777869011861 48.8741790240302 0 1 0 0 0
"18005" " TARDIEU" 2.34187980231063 48.8841632664746 1 0 0 0 1
"33104" " JOINEAU (PRE SAINT GERVAIS)" 2.40324031836662 48.8836202338437 1 0 0 0 0
"20104" " RUE LOUIS LUMIÈRE" 2.41112578185621 48.8621619807001 1 0 0 0 0
"15039" " CHARLES VALLIN" 2.30186596838429 48.8360583938563 0 0 0 0 0
"14027" " ALESIA GERGOVIE" 2.31888210120735 48.8308871745524 0 0 0 0 0
"16104" " PAUL VALÉRY" 2.28886639604116 48.8713610397756 0 0 0 0 1
"17015" " PLACE DE LEVIS" 2.31328440539719 48.8836882175122 0 0 0 0 0
"11111" " CHARONNE FROT" 2.38721708537201 48.8549638003352 0 0 0 0 0
"9031" " PROVENCE" 2.33297651156431 48.8742844754207 0 0 0 0 0
"7024" " AVENUE RAPP" 2.30052833004389 48.8581690434843 0 0 0 0 1
"18114" " LEPIC VERON" 2.33461773564066 48.8852579713485 1 0 0 0 1
"17005" " BROCHANT" 2.31973055992978 48.8903299891204 0 0 0 0 0
"15012" " MADEMOISELLE" 2.30230766886348 48.8432773300352 0 0 0 0 0
"13106" " BOBILLOT MERY" 2.35424653463425 48.8298753726595 1 0 0 0 0
"12106" " BARTHES TROYES" 2.37908134343237 48.8439491758425 0 1 0 0 0
"11019" " CHARONNE PHILIPPE AUGUSTE" 2.39054639061998 48.8556031620258 0 0 0 0 0
"19118" " BOLIVAR BURNOUF" 2.37427650923615 48.8771241776674 0 0 0 0 0
"19125" " LEDIT DE NANTES" 2.37850015613849 48.8887900267753 0 0 0 0 0
"15025" " AMETTE" 2.29671030093086 48.8514541821274 0 0 0 0 1
"42010" " ROBESPIERRE (IVRY)" 2.38395086342048 48.8108458645646 0 0 0 0 0
"5031" " LACEPEDE" 2.35461598268321 48.8436748454376 0 0 0 0 1
"33001" " EMGP (AUBERVILLIERS)" 2.3680256126088 48.9031834065108 0 1 0 0 0
"21003" " JAURES 1 (BOULOGNE-BILLANCOURT)" 2.23701147134366 48.8456381388333 0 0 0 0 0
"12038" " BEL AIR" 2.40052566855206 48.8399887889119 0 1 0 0 0
"6008" " ASSAS LUXEMBOURG" 2.33342838187589 48.8437344687794 0 0 0 0 0
"20047" " COURS DE VINCENNES BD DAVOUT" 2.4103900081973 48.8473310531154 0 0 0 0 0
"18026" " RUISSEAU ORDENER" 2.34011963243656 48.8928952839678 0 0 0 0 1
"14005" " DENFERT ROCHEREAU" 2.33267222747508 48.8331407992471 0 0 0 0 0
"12021" " COURTELINE" 2.41097245166824 48.844373193657 0 0 0 0 0
"15054" " CHANDON" 2.28758230704361 48.837970342012 0 0 0 0 0
"7020" " CLER" 2.30659853411182 48.8566411001182 0 0 0 0 0
"2009" " BOURSE" 2.33973140108694 48.8688516893722 0 0 0 1 1
"3004" " REPUBLIQUE 23" 2.36351 48.86707 0 0 0 0 0
"21104" " SANZILLON (CLICHY)" 2.31917665758013 48.9036767022563 0 0 0 0 0
"20039" " COURONNES" 2.38128260110279 48.8689406428553 0 0 0 0 0
"18001" " DAMREMONT CAULAINCOURT" 2.33264836384539 48.8872746426427 1 0 0 0 0
"14104" " LOSSERAND BOYER-BARRET" 2.317377 48.833139 0 0 0 0 0
"11004" " CHARONNE SAINT ANTOINE" 2.37402723561374 48.8522552900425 0 0 0 0 0
"13023" " BOBILLOT VERLAINE" 2.35303458295142 48.8286028908451 1 0 0 0 0
"2015" " OPERA - CAPUCINES" 2.33405446193933 48.8705089372039 0 0 0 0 0
"19106" " GARE EMGP" 2.37267 48.90162 0 1 0 0 0
"15123" " RUE DU COMMERCE" 2.29668168569178 48.8479921934615 0 0 0 0 1
"17107" " BERTHIER STUART MERRIL" 2.29323415107242 48.8859131282562 0 0 0 0 0
"14031" " DIDOT CHATEAU" 2.3215 48.8337 1 0 0 0 0
"8029" " PLACE DU CANADA" 2.31019378796476 48.8653462693627 0 0 0 0 1
"20023" " PELLEPORT BELGRAND" 2.40398083637749 48.8650008184765 1 0 0 0 0
"13111" " CIMETIERE DE GENTILLY" 2.35326018374091 48.8185744158395 0 0 0 0 0
"12041" " BOIS DE VINCENNES" 2.41346357648683 48.8336548528303 0 0 0 0 0
"9016" " MARTYRS CHORON" 2.33978496750702 48.8777706953468 0 0 0 0 1
"14001" " EDGAR QUINET" 2.32444878951907 48.841156216483 0 1 0 0 0
"12012" " REUILLY DIDEROT" 2.38570767221767 48.847296310645 0 0 0 0 0
"21103" " HUGO (CLICHY)" 2.31712992065507 48.9014601567539 0 0 0 0 0
"9004" " ROCHECHOUART GERANDO" 2.34631937162712 48.8829110895394 1 0 0 0 1
"32602" " POULMARCH (LES LILAS)" 2.41616066183218 48.8794000532367 1 0 0 0 0
"20044" " DAVOUT VOLGA" 2.41052290977911 48.8529196799573 0 0 0 0 0
"15026" " BIR HAKEIM" 2.28970534822202 48.8538440543335 0 0 0 0 1
"20117" " SAINT FARGEAU MORTIER" 2.40820345430209 48.8727472690362 1 0 0 0 0
"12113" " CARDINAL LAVIGERIE" 2.40263674939916 48.8329341936998 0 0 0 0 0
"20042" " PYRENEES ERMITAGE" 2.3917391737763 48.8721573799357 1 0 0 0 0
"16036" " PORTE MOLITOR" 2.25693953740163 48.8452443138735 0 0 1 0 0
"32008" " EMGP NORD (SAINT DENIS)" 2.36499787715513 48.9057454676545 0 0 0 0 0
"4006" " BASSIN DE L'ARSENAL" 2.36593915312716 48.8477251256688 0 1 0 0 0
"20036" " MENILMONTANT - PELLEPORT" 2.39895960233165 48.8706826338446 1 0 0 0 0
"17117" " PEREIRE SAUSSURE" 2.31012053654976 48.8881856419326 0 0 0 0 0
"35012" " CANDALE (PANTIN)" 2.41430751511129 48.8894858401957 0 0 0 0 0
"17030" " RENNEQUIN PEREIRE" 2.29515206744623 48.8836391538993 0 0 0 0 0
"20110" " PORTE DES LILAS" 2.4059603311549 48.875412421861 1 0 1 0 0
"9032" " MATHURINS" 2.32946561170083 48.8729712519271 0 1 0 0 0
"4018" " RIVOLI SEBASTOPOL" 2.35021728097635 48.8579996433149 0 0 0 0 1
"14009" " COTY TOMBE D'ISSOIRE" 2.33378329803361 48.83055599941 0 0 0 0 0
"8018" " SAINT AUGUSTIN" 2.31979392397255 48.876201162155 0 0 0 1 0
"2107" " THOREL" 2.34899551804935 48.8700006171965 0 0 0 0 1
"13006" " SAINT MARCEL JEANNE D'ARC" 2.3571084495564 48.8381516080866 0 0 0 0 0
"14035" " MAINE GAITE" 2.32255164001816 48.8378836277624 1 1 0 0 0
"15071" " CHAMP DE MARS COTE 16EME" 2.29500791364336 48.8548517488353 0 0 0 0 1
"21009" " LECORBUSIER (BOULOGNE-BILLANCOURT)" 2.24084666482118 48.8379982952818 0 0 0 0 0
"5030" " SORBONNE" 2.34357357573301 48.8497703706033 0 0 0 0 1
"16010" " BELLES FEUILLES" 2.28285990897973 48.8658554963631 1 0 0 0 1
"1007" " ETIENNE MARCEL" 2.3477020211411 48.8635670471195 0 0 0 0 1
"42702" " LECLERC (KREMLIN BICETRE)" 2.35817289646248 48.8104774996005 1 0 0 0 0
"10152" " GARE DU NORD 2" 2.35415909595825 48.8790493107602 0 1 0 0 0
"18027" " DAMREMONT ORDENER" 2.3362665239128 48.8934003929819 0 0 0 0 0
"4005" " SULLY MORLAND" 2.36243021298228 48.8512714820934 0 0 0 0 0
"12020" " COURS DE VINCENNES - BD SOULT" 2.41014549656392 48.8469890699831 0 0 0 0 0
"14107" " PORTE DE MONTROUGE 2" 2.32293685710795 48.8234163005029 0 0 1 0 0
"17032" " ESPACE CHAMPERRET" 2.28861234498402 48.8865709933524 0 0 0 0 0
"15031" " THEATRE" 2.28990664645753 48.8481703413652 0 0 0 0 0
"11010" " ST ANTOINE GONNET" 2.3917546141943 48.8492592621152 0 0 0 0 0
"21303" " ILES (ISSY LES MOULINEAUX)" 2.24966529828803 48.8234505470138 0 0 0 0 0
"5003" " GAY LUSSAC LE GOFF" 2.34132491601157 48.8462392817034 1 0 0 0 1
"19011" " ROUVET DAMPIERRE" 2.38499975689617 48.8933800500227 0 0 0 0 0
"1016" " OPERA PYRAMIDES" 2.33443342122379 48.8664835145089 0 0 0 0 1
"1010" " PONT NEUF" 2.34436612844611 48.8594623892453 0 0 0 0 1
"11037" " FAUBOURG DU TEMPLE PLACE DE LA REPUBLIQUE" 2.36498 48.868 0 0 0 0 0
"11002" " ROQUETTE THIERE" 2.37342454193056 48.8551062954047 0 0 0 0 0
"14030" " LOSSERAND - PERNETY" 2.31760933938696 48.834254627953 1 0 0 0 0
"18042" " PIGALLE GERMAIN PILLON" 2.33626263901659 48.8827280905451 1 0 0 0 1
"15006" " CHERCHE MIDI" 2.31775657923202 48.8445759639333 0 1 0 0 0
"16003" " ANDRE MAUROIS" 2.27895982496994 48.8779308171611 0 0 0 0 0
"8004" " MALESHERBES PASQUIER" 2.32328899479171 48.8704218834336 0 0 0 0 0
"42207" " PARIS 3 (CHARENTON)" 2.40587672301108 48.8266572063246 0 0 0 0 0
"6003" " SAINT SULPICE" 2.33081707438869 48.8516478481427 0 0 0 0 0
"5008" " ST GERMAIN-DANTE" 2.34607682591354 48.8509772297936 0 0 0 0 1
"2003" " ALLEE PIERRE LAZAEFF" 2.35084459528783 48.8661457465286 0 0 0 0 0
"11017" " ALEXANDRE DUMAS" 2.39609349532184 48.8541760404149 0 0 0 0 0
"20112" " JOURDAIN" 2.38943590833061 48.8740924809158 1 0 0 0 0
"8030" " MONTAIGNE" 2.30769160565034 48.8672932362145 0 0 0 0 1
"15055" " VASCO DE GAMA" 2.28369238080642 48.8367094964901 0 0 0 0 0
"12120" " CONSERVATION" 2.41827234236864 48.8277252370476 0 0 0 0 0
"6107" " CHERCHE MIDI" 2.32755154921057 48.8502410871957 0 0 0 0 0
"41302" " CHARLES DE GAULLE (NOGENT)" 2.47946426870908 48.8364811291818 0 0 0 0 0
"19044" " GRANDS MOULINS" 2.39607900820668 48.8971300530746 0 0 0 0 0
"10012" " VINAIGRIERS" 2.35932361343062 48.87326784117 0 1 0 0 0
"34001" " FRUCTIDOR (SAINT OUEN)" 2.32481980780448 48.900889626876 0 0 0 0 0
"7022" " PONT DE L'ALMA" 2.30225034417595 48.8616404995762 0 0 0 0 0
"18039" " EOLE" 2.36688624824086 48.8870212034388 0 0 0 0 0
"8012" " CLICHY" 2.32620717538549 48.8833180443546 0 0 0 0 0
"5010" " SAINT MICHEL HENRI BARBUSSE" 2.33930672198142 48.8437569813016 0 0 0 0 1
"12102" " DIDEROT BERCY" 2.37040616152132 48.8461880014649 0 1 0 0 0
"17017" " PONT CARDINET" 2.31452160564086 48.8871404518667 0 0 0 0 0
"17033" " CARNOT" 2.29373210016993 48.8755384211021 1 0 0 0 1
"11030" " SAINT MAUR OBERKAMPF" 2.37601991201957 48.865307984235 0 0 0 0 0
"16017" " RUE DE SIAM" 2.27534656855531 48.8617203290273 0 0 0 0 0
"20001" " PLACE DE LA NATION" 2.39976238598127 48.8483646677768 0 0 0 0 0
"15037" " GROULT" 2.29546490651511 48.8404161884088 0 0 0 0 0
"16130" " BOIS DE BOULOGNE / PORTE DE LA MUETTE 2" 2.26750468357477 48.863757931035 0 0 1 0 0
"43009" " MURS DU PARC (VINCENNES)" 2.45223739659609 48.846961260175 0 0 0 0 0
"23006" " GUESDE (LEVALLOIS)" 2.29500037013538 48.8908603228911 0 0 0 0 0
"15113" " FALGUIERE ARSONVAL" 2.31311786729747 48.8404004036544 0 0 0 0 0
"1001" " ILE DE LA CITE PONT NEUF" 2.34174799515786 48.8570916352182 0 0 0 0 0
"21207" " VERDIER (MONTROUGE)" 2.31702986373133 48.8155296336784 0 0 0 0 0
"42006" " BROSSOLETTE (IVRY)" 2.38146031918422 48.8169297205612 0 0 0 0 0
"8050" " BOETIE PONTHIEU" 2.30748756441945 48.8715127415192 0 0 0 0 1
"4107" " BEAUMARCHAIS" 2.36842906992905 48.8555013577017 0 0 0 0 0
"16008" " GALILEE KLEBER" 2.29078138011482 48.8674118657137 1 0 0 0 1
"22006" " PIERRET (NEUILLY)" 2.26009698393187 48.8830266591596 0 0 0 0 0
"18021" " MARCADET - RAMEY" 2.34498648211052 48.8909223829679 1 0 0 0 1
"15067" " DESAIX" 2.29307702985722 48.8528046049403 0 0 0 0 1
"33006" " KARMAN (AUBERVILLIERS)" 2.38505201824411 48.9101436710038 0 0 0 0 0
"20020" " PYRENEES RENOUVIER" 2.40042185204211 48.8609593322922 1 0 0 0 0
"18006" " MARCHE ST-PIERRE" 2.34413928594718 48.8846916064055 1 0 0 0 1
"17001" " GUY MOCQUET" 2.3268034898348 48.8928229630235 0 0 0 0 0
"21021" " PARADIS (BOULOGNE-BILLANCOURT)" 2.25700586730089 48.8331749589101 0 0 0 0 0
"21110" " VILLENEUVE (CLICHY)" 2.31082038170894 48.9055031145346 0 0 0 0 0
"20122" " DAVOUT VITRUVE" 2.40875842782218 48.8602401209524 1 0 0 0 0
"14116" " ROMAIN ROLLAND" 2.32300304092451 48.8203236461268 0 0 1 0 0
"4015" " MAIRIE DU 4 EME" 2.35638115487306 48.8559658562102 0 0 0 1 1
"19022" " BOLIVAR" 2.3734047671616 48.8814473211034 0 0 0 0 0
"13030" " ITALIE TOLBIAC" 2.35721535750811 48.8258394606982 0 0 0 0 0
"17012" " MAIRIE DU 17EME" 2.32220602534734 48.8841012931631 0 0 0 1 0
"9003" " PLACE BARBÈS" 2.34904085503439 48.8836531972476 0 1 0 0 1
"20014" " ALEXANDRE DUMAS" 2.39482500935471 48.8561673795634 0 0 0 0 0
"10010" " JACQUES BONSERGENT" 2.36114143657489 48.8709999898214 0 1 0 0 0
"16042" " PORTE DE SAINT CLOUD" 2.2579725727069 48.8375552600146 0 0 1 0 0
"9027" " FONTAINE DOUAI" 2.33326337274818 48.8823532598454 0 0 0 0 0
"9022" " LAFITTE ROSSINI" 2.33798086770167 48.8733462751051 0 0 0 0 1
"42014" " CACHIN (IVRY)" 2.39090936806714 48.8141405375024 0 1 0 0 0
"19116" " JAURES VILLETTE" 2.37026248225988 48.881472498481 0 0 0 0 0
"9010" " CADET" 2.34439302185395 48.876719895109 0 0 0 0 1
"34007" " ROSIERS (SAINT OUEN)" 2.33738964850196 48.9053622514168 0 0 0 0 0
"12026" " PARC DE BERCY" 2.38221733705041 48.8377214589821 0 1 0 0 0
"13015" " WEISS" 2.37123198668192 48.832570718038 0 1 0 0 0
"10031" " AQUEDUC" 2.36362521455299 48.8819972099902 0 0 0 0 0
"41301" " CLEMANCEAU (NOGENT)" 2.47037545126883 48.8361258429824 0 0 0 0 0
"16029" " MAISON DE RADIO FRANCE" 2.27769726944862 48.8513599125815 0 0 0 0 0
"13118" " PATAY REGNAULT" 2.37606009168572 48.8243428568592 0 0 0 0 0
"16024" " KENNEDY RANELAGH" 2.280439719993 48.852933160467 0 0 0 0 0
"17043" " PLACE GENERAL KOENIG" 2.28538067947359 48.8802336276132 0 0 0 0 0
"11046" " VOLTAIRE" 2.36547 48.86681 0 0 0 0 0
"9033" " HAVRE CAUMARTIN" 2.32831574261618 48.8727950198726 0 1 0 0 0
"21211" " MARNE (MONTROUGE)" 2.30316988762781 48.8117498213108 1 0 0 0 0
"13008" " ITALIE ROSALIE" 2.35480947270066 48.8319963691693 1 0 0 0 0
"14029" " GERGOVIE VERCINGETORIX" 2.31339164711325 48.8342592499304 1 0 0 0 0
"8102" " LAMENAIS WASHINGTON" 2.30328866612515 48.8735553344888 0 0 0 0 1
"7009" " ASSEMBLEE NATIONALE" 2.32013127690393 48.8613738909426 0 0 0 0 1
"15021" " CROIX NIVERT" 2.29757200598215 48.8448064217359 0 0 0 0 1
"13005" " ARAGO CORDELIERE - VERSION 2" 2.34857246170222 48.8354807189661 0 0 0 0 0
"7019" " ECOLE MILITAIRE" 2.30547863419572 48.8549511680067 0 0 0 0 0
"41201" " DE RICARD (FONTENAY SOUS BOIS)" 2.47240877487039 48.8463028606941 0 0 0 0 0
"5107" " PONTOISE" 2.35245427549219 48.8504580091884 0 0 0 0 1
"12036" " REUILLY" 2.39463039871545 48.8403027449996 0 1 0 0 0
"12008" " HECTOR MALOT" 2.3769293605928 48.8468151323297 0 1 0 0 0
"10004" " METZ" 2.35352156501111 48.870893425956 0 1 0 0 0
"14004" " PORT ROYAL COCHIN" 2.34079466687066 48.8384318254917 0 0 0 0 0
"8001" " PETIT PALAIS" 2.31577971341003 48.8668438032522 0 0 0 0 1
"11110" " SQUARE ROQUETTE" 2.38659328921 48.8592429763213 0 0 0 0 0
"14018" " PORTE D'ORLEANS" 2.32504267091704 48.8228575017159 0 0 1 0 0
"15111" " SERRES" 2.2957894803159 48.8346588627927 0 0 0 0 0
"15103" " SQUARE DES CÉVENNES" 2.27510833205623 48.8434172323859 0 0 0 0 0
"17021" " WAGRAM (17EME ARR.)" 2.30549744426064 48.8842894403224 0 0 0 0 0
"21007" " RHIN DANUBE (BOULOGNE BILLANCOURT)" 2.22797877475429 48.8406492985733 0 0 0 0 0
"10113" " PARMENTIER LOUVEL-TESSIER" 2.36989638366668 48.8713798742566 0 0 0 0 0
"18022" " BARBES MARCADET" 2.3490573929687 48.8904511209648 0 0 0 0 1
"13036" " TOLBIAC NATIONALE" 2.36517760348358 48.8269001997157 0 0 0 0 0
"7012" " CITE VANEAU" 2.31945401006142 48.854268334051 0 0 0 0 1
"7026" " PLACE DE FINLANDE" 2.31138 48.86269 0 0 0 0 1
"18122" " BINET" 2.3429634773099 48.8992688633167 0 0 1 0 0
"12126" " AVENUE DE GRAVELLE" 2.41845500423476 48.8244077675626 0 0 0 0 0
"8015" " ROQUEPINE" 2.32028123421063 48.8734861693498 0 0 0 0 0
"10001" " JOHANN STRAUSS" 2.35997004960728 48.8684999417127 0 0 0 0 0
"23009" " FRANCE (LEVALLOIS)" 2.28813601437951 48.8887627777124 0 0 0 0 0
"1004" " MARGUERITE DE NAVARRE" 2.34675666754872 48.8598963144415 0 0 0 0 1
"12109" " CHAROLAIS" 2.38756433493207 48.8408694597024 0 0 0 0 0
"17105" " PALADINES" 2.28201558962579 48.8834980819484 0 0 0 0 0
"11035" " GONCOURT" 2.37153681066394 48.8694696053287 0 0 0 0 0
"19039" " PAILLERON" 2.37483435116481 48.8797752488603 0 0 0 0 0
"6014" " PONT DE LODI DAUPHINE" 2.33994730756525 48.8552968986033 0 0 0 0 0
"15112" " FALGUIÈRE LEBRUN" 2.3109360795034 48.838758813497 0 0 0 0 0
"34009" " MAAR (SAINT OUEN)" 2.32217124868867 48.9052696293797 0 0 0 0 0
"10002" " STRASBOURG" 2.35432769737758 48.8696791244594 0 1 0 0 0
"9101" " CADET LA FAYETTE" 2.34352359155475 48.8756396718174 0 0 0 0 1
"20108" " HOSPICE DEBROUSSE" 2.40568863716159 48.8615729587877 1 0 0 0 0
"5019" " POISSY" 2.35297018360202 48.8496904113704 0 0 0 0 1
"21012" " LECLERC (BOULOGNE-BILLANCOURT)" 2.23449077993291 48.8305862961605 0 0 0 0 0
"19120" " ALOUETTES" 2.38609972037216 48.8775162568658 1 0 0 0 0
"10153" " GARE DU NORD 3" 2.35446313115058 48.8795777185263 0 1 0 0 0
"3009" " TEMPLE 113" 2.35660934144383 48.8615811577309 0 0 0 0 0
"20115" " PORTE DE BAGNOLET" 2.41041111584463 48.8644236485659 1 0 1 0 0
"8002" " GARE SAINT LAZARE - COUR DU HAVRE" 2.32668 48.87572 0 1 0 0 0
"10023" " VERDUN" 2.36091490832055 48.8761560542715 0 1 0 0 0
"18002" " CLIGNANCOURT" 2.34721103753866 48.885301621904 1 0 0 0 1
"18031" " ALBERT KAHN" 2.34558558413486 48.8957969797804 0 0 1 0 0
"21013" " GRENIER (BOULOGNE-BILLANCOURT)" 2.24882139108772 48.8258469346999 0 0 0 0 0
"12105" " BERCY VILLOT" 2.37660562531241 48.8419071533337 0 1 0 0 0
"10035" " AUBERVILLIERS" 2.3641633298742 48.8843481513331 0 0 0 0 0
"33010" " HUGO (AUBERVILLIERS)" 2.3791437423026 48.9111048097348 0 0 0 0 0
"12035" " MADAGASCAR" 2.39711155264951 48.8347058597417 0 0 0 0 0
"21111" " LERICHE (CLICHY)" 2.30751971008248 48.9081103829934 0 0 0 0 0
"18009" " LEPINE" 2.35685562752928 48.8861146679681 0 0 0 0 0
"11018" " SAINT MAUR AVENUE DE LA REPUBLIQUE" 2.37825584151286 48.8642116747038 0 0 0 0 0
"19041" " PYRÉNÉES" 2.38609537399646 48.8743491365289 1 0 0 0 0
"5014" " CALVIN" 2.348552018117 48.8416327086177 0 0 0 0 0
"21109" " GUICHET (CLICHY)" 2.3025031605813 48.9051370039685 0 0 0 0 0
"18017" " PECQUEUR" 2.33817871442611 48.8896779050281 1 0 0 0 1
"19023" " MANIN SIMON BOLIVAR" 2.3794073625991 48.8764996541268 1 0 0 0 0
"5105" " GEOFFROY SAINT HILAIRE" 2.35687734066973 48.8390782642497 0 0 0 0 0
"15126" " RENAN" 2.28538759483169 48.8311001872726 0 0 1 0 0
"18037" " AMIRAUX" 2.35229546677958 48.8945417158497 0 0 0 0 0
"19033" " CAMBRAI" 2.38113380224631 48.8959473685135 0 0 0 0 0
